^PRODOTTO^|^DESCRIZIONE^|^DESCRIZIONE TECNICA^|^LIV^|^COMPONENTE^|^DesComp^|^DesComp1^|^UM^|^QTIMPIEGATA^|^QTEFFETTIVA^
^A236390^|^FILTRO ARIA AP 411^|^<625>^|2|7714800|^SPINA ALT.36 X STAMPO AP411^|^(SOGEFI  C/LAVORO)^|^PZ^|9|9
^A236390^|^FILTRO ARIA AP 411^|^<625>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|650|715
^A236400^|^COPERCHIO SCATOLA RIDUTTORE^|^3BL039.9 <626>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236400^|^COPERCHIO SCATOLA RIDUTTORE^|^3BL039.9 <626>^|1|^E236400^|^COPERCHIO SCATOLA RIDUTTORE gr^|^ezzo  <626>^|^PZ^|1|1
^A236400^|^COPERCHIO SCATOLA RIDUTTORE^|^3BL039.9 <626>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|145|159.5
^A236410^|^FONDO SCATOLA RIDUTTORE^|^3BL079.8 <626>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236410^|^FONDO SCATOLA RIDUTTORE^|^3BL079.8 <626>^|1|^E236410^|^FONDO SCATOLA RIDUTTORE grezzo^|^<626>^|^PZ^|1|1
^A236410^|^FONDO SCATOLA RIDUTTORE^|^3BL079.8 <626>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|135|148.5
^A236420^|^FILTRO ARIA AP 410 S/SCRITTA^|^<625>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236420^|^FILTRO ARIA AP 410 S/SCRITTA^|^<625>^|1|^E236420^|^FILTRO ARIA AP 410 S/SCRITTA^|^<625>^|^PZ^|1|1
^A236420^|^FILTRO ARIA AP 410 S/SCRITTA^|^<625>^|2|7715000|^SPINA ALT.43 X STAMPO AP/410^|^(SOGEFI  C/LAVORO)^|^PZ^|9|9
^A236420^|^FILTRO ARIA AP 410 S/SCRITTA^|^<625>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|800|880
^A236430^|^MP/TALO TESTATA^|^<627>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236430^|^MP/TALO TESTATA^|^<627>^|1|^E236430^|^MP/TALO TESTATA grezza^|^<627>^|^PZ^|1|1
^A236430^|^MP/TALO TESTATA^|^<627>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|65|69.55
^A236440^|^MP/TALO SUPPORTO^|^<628>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236440^|^MP/TALO SUPPORTO^|^<628>^|1|^E236440^|^MP/TALO SUPPORTO grezzo^|^<628>^|^PZ^|1|1
^A236440^|^MP/TALO SUPPORTO^|^<628>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|470|502.9
^A236450^|^SCATOLA RIDUTTORE^|^<629>^|1|7900217|^CARTONI 780x580x520^||^PZ^|0.02|0.02
^A236450^|^SCATOLA RIDUTTORE^|^<629>^|1|^E236450^|^SCATOLA RIDUTTORE grezza^|^<629>^|^PZ^|1|1
^A236450^|^SCATOLA RIDUTTORE^|^<629>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1036|1139.6
^A236460^|^FLANGIA SCATOLA RIDUTTORE^|^<630>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236460^|^FLANGIA SCATOLA RIDUTTORE^|^<630>^|1|^C236460^|^FLANGIA SCATOLA RIDUTTORE grez^|^za    <630> Lav Mec^|^PZ^|1|1
^A236460^|^FLANGIA SCATOLA RIDUTTORE^|^<630>^|2|^E236460^|^FLANGIA SCATOLA RIDUTTORE grez^|^za    <630>^|^PZ^|1|1
^A236460^|^FLANGIA SCATOLA RIDUTTORE^|^<630>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|110|121
^A236470^|^COPERCHIO SCATOLA RIDUTTORE^|^<630>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236470^|^COPERCHIO SCATOLA RIDUTTORE^|^<630>^|1|^E236470^|^COPERCHIO SCATOLA RIDUT. grezz^|^a    <630>^|^PZ^|1|1
^A236470^|^COPERCHIO SCATOLA RIDUTTORE^|^<630>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|360|396
^A236480^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 230V 1200W cod 80603<631>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0.01|0.01
^A236480^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 230V 1200W cod 80603<631>^|1|^E236480^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 230V 1200W Grezzo <631>^|^PZ^|1|1
^A236480^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 230V 1200W cod 80603<631>^|2|7715200|^RESISTENZA ALLUMINIO PER GHIBL^|^I 230V 1200W (BUZZI  C/LAVORO)^|^PZ^|1|1
^A236480^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 230V 1200W cod 80603<631>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|200|220
^A236481^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 115V 1500W <63101>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0.01|0.01
^A236481^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 115V 1500W <63101>^|1|^E236481^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 115V 1500W grezzo <63101>^|^PZ^|1|1
^A236481^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 115V 1500W <63101>^|2|7715210|^RESISTENZA ALLUMINIO PER GHIBL^|^I 115V 1500W (BUZZI  C/LAVORO)^|^PZ^|1|1
^A236481^|^FONDELLO PER GHIBLI CON RESIST^|^ENZA 115V 1500W <63101>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|200|220
^A236490^|^SEMICORPO VFS 250   <632>^||1|7900061|^CARTONI A/N KE3PD 58,5X90X60HC^|^marchio rosso^|^PZ^|0.05|0.05
^A236490^|^SEMICORPO VFS 250   <632>^||1|^E236490^|^SEMICORPO VFS 250 grezzo <632>^||^PZ^|1|1
^A236490^|^SEMICORPO VFS 250   <632>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1640|1754.8
^A236491^|^SEMICORPO V1FS 250   <632>^||1|7900053|^CARTONI 590x390x430H^||^PZ^|0.09|0.09
^A236491^|^SEMICORPO V1FS 250   <632>^||1|^E236491^|^SEMICORPO V1FS250 grezzo <632>^||^PZ^|1|1
^A236491^|^SEMICORPO V1FS 250   <632>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1960|2156
^A236500^|^SEMICORPO VFS 300   <633>^||1|7900061|^CARTONI A/N KE3PD 58,5X90X60HC^|^marchio rosso^|^PZ^|0.05|0.05
^A236500^|^SEMICORPO VFS 300   <633>^||1|^E236500^|^SEMICORPO VFS 300 grezzo <633>^||^PZ^|1|1
^A236500^|^SEMICORPO VFS 300   <633>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1810|1936.7
^A236501^|^SEMICORPO V1FS 300  <633>^||1|7900053|^CARTONI 590x390x430H^||^PZ^|0.11|0.11
^A236501^|^SEMICORPO V1FS 300  <633>^||1|^E236501^|^SEMICORPO V1FS300 grezzo <633>^||^PZ^|1|1
^A236501^|^SEMICORPO V1FS 300  <633>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2280|2508
^A236510^|^FILTRO ARIA CODE: AP 444^|^<634>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236510^|^FILTRO ARIA CODE: AP 444^|^<634>^|1|^E236510^|^FILTRO ARIA CODE: AP 444 grezz^|^o <634>^|^PZ^|1|1
^A236510^|^FILTRO ARIA CODE: AP 444^|^<634>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|600|660
^A236520^|^FILTRO FL 6951 AP/469^|^<635>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236520^|^FILTRO FL 6951 AP/469^|^<635>^|1|^E236520^|^FILTRO FL 6951 grezzo^|^<635>^|^PZ^|1|1
^A236520^|^FILTRO FL 6951 AP/469^|^<635>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|278|297.46
^A236530^|^SCATOLA ALL. RIDUTTORE R40/R30^|^- <636>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.1|0.1
^A236530^|^SCATOLA ALL. RIDUTTORE R40/R30^|^- <636>^|1|^E236530^|^SCATOLA ALL. RIDUTTORE R40/R30^|^-grezzo  <636>^|^PZ^|1|1
^A236530^|^SCATOLA ALL. RIDUTTORE R40/R30^|^- <636>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1400|1540
^A236540^|^COPERCHIO SCATOLA ALL. RIDUTTO^|^RE R40/R30  <637>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236540^|^COPERCHIO SCATOLA ALL. RIDUTTO^|^RE R40/R30  <637>^|1|^E236540^|^COPERCHIO SCATOLA ALL. RIDUTTO^|^RE R40/R30 grezzo  <637>^|^PZ^|1|1
^A236540^|^COPERCHIO SCATOLA ALL. RIDUTTO^|^RE R40/R30  <637>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|620|682
^A236550^|^BASE POCKET 40 CODE: 12120^|^<638>^|1|7900096|^SACCHETTI POLIET.50X70 SP.0,40^||^GR^|0.02|0.02
^A236550^|^BASE POCKET 40 CODE: 12120^|^<638>^|1|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A236550^|^BASE POCKET 40 CODE: 12120^|^<638>^|1|^E236550^|^BASE POCKET 40 CODE: 12120 gre^|^zzo <638>^|^PZ^|1|1
^A236550^|^BASE POCKET 40 CODE: 12120^|^<638>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|815|872.05
^A236560^|^CONVOGLIATORE ARIA IN PRESSOF.^|^BLUET+107 CFA04211/1    <639>^|1|7900061|^CARTONI A/N KE3PD 58,5X90X60HC^|^marchio rosso^|^PZ^|0.01|0.01
^A236560^|^CONVOGLIATORE ARIA IN PRESSOF.^|^BLUET+107 CFA04211/1    <639>^|1|^E236560^|^CONVOGLIATORE ARIA IN PRESSOFU^|^S. BLUETTE+,107   grezzo <639>^|^PZ^|1|1
^A236560^|^CONVOGLIATORE ARIA IN PRESSOF.^|^BLUET+107 CFA04211/1    <639>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|895|984.5
^A236561^|^TAMPONE PRESSOFUS. CHIUS.CONV.^|^BLUETTE+107 CFA04211/  <639>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0|0
^A236561^|^TAMPONE PRESSOFUS. CHIUS.CONV.^|^BLUETTE+107 CFA04211/  <639>^|1|^E236561^|^TAMPONE PRESSOFUS. CHIUS. CONV^|^OGL. BLUETTE+,107 grezzo <639>^|^PZ^|1|1
^A236561^|^TAMPONE PRESSOFUS. CHIUS.CONV.^|^BLUETTE+107 CFA04211/  <639>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|120|132
^A236570^|^MISCELATORE ARIA-GAS CODE: CFA^|^18008 <640> COD.400080001700^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236570^|^MISCELATORE ARIA-GAS CODE: CFA^|^18008 <640> COD.400080001700^|1|^E236570^|^MISCELATORE ARIA-GAS CODE: CFA^|^18008 grezzo <640>^|^PZ^|1|1
^A236570^|^MISCELATORE ARIA-GAS CODE: CFA^|^18008 <640> COD.400080001700^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|240|264
^A236580^|^COLLETTORE SCARICO RID. DISASS^|^ATO BLUETTE+             <641>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236580^|^COLLETTORE SCARICO RID. DISASS^|^ATO BLUETTE+             <641>^|1|^E236580^|^COLLETTORE SCARICO RID. DISASS^|^ATO BLUETTE+      grezzo <641>^|^PZ^|1|1
^A236580^|^COLLETTORE SCARICO RID. DISASS^|^ATO BLUETTE+             <641>^|2|9050006|^PANI ALLUMINIO EN AB 44100^|^Min. Fe 0,50 Mn 0,50^|^GR^|270|297
^A236581^|^COLLETTORE SCARICO CONCENTRICO^|^_BLUETE <641> COD.099181012212^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236581^|^COLLETTORE SCARICO CONCENTRICO^|^_BLUETE <641> COD.099181012212^|1|^E236581^|^COLLETTORE FUMI^|^grezzo <641>^|^PZ^|1|1
^A236581^|^COLLETTORE SCARICO CONCENTRICO^|^_BLUETE <641> COD.099181012212^|2|9050006|^PANI ALLUMINIO EN AB 44100^|^Min. Fe 0,50 Mn 0,50^|^GR^|230|253
^A236590^|^MOZZO DI CHIUSURA LAVORATO CO^|^DE: 3EL345.1 <642>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236590^|^MOZZO DI CHIUSURA LAVORATO CO^|^DE: 3EL345.1 <642>^|1|^E236590^|^MOZZO DI CHIUSURA LAVORATO CO^|^DE: 3EL345.1 grezzo <642>^|^PZ^|1|1
^A236590^|^MOZZO DI CHIUSURA LAVORATO CO^|^DE: 3EL345.1 <642>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|400|440
^A236600^|^MOZZO ESTERNO LAVORATO CODE: 3^|^EL346.1 <642>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236600^|^MOZZO ESTERNO LAVORATO CODE: 3^|^EL346.1 <642>^|1|^E236600^|^MOZZO ESTERNO LAVORATO CODE: 3^|^EL346.1 grezzo <642>^|^PZ^|1|1
^A236600^|^MOZZO ESTERNO LAVORATO CODE: 3^|^EL346.1 <642>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|730|803
^A236610^|^LEVA PEDALE SH5517^|^<643>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236610^|^LEVA PEDALE SH5517^|^<643>^|1|^E236610^|^LEVA PEDALE SH5517 st.01^|^<643>^|^PZ^|1|1
^A236610^|^LEVA PEDALE SH5517^|^<643>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|76|83.6
^A236620^|^PIEDE PER STYLO SH5518^|^<643>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236620^|^PIEDE PER STYLO SH5518^|^<643>^|1|^E236620^|^PIEDE PER STYLO SH5518 st.01^|^<643>^|^PZ^|1|1
^A236620^|^PIEDE PER STYLO SH5518^|^<643>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A236630^|^SICUREZZA SH5519^|^<643>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0|0
^A236630^|^SICUREZZA SH5519^|^<643>^|1|^E236630^|^SICUREZZA SH5519 st.01^|^<643>^|^PZ^|1|1
^A236630^|^SICUREZZA SH5519^|^<643>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|4|4.4
^A236640^|^TESTATA POMPA A PISTONI^|^<644>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.03|0.03
^A236640^|^TESTATA POMPA A PISTONI^|^<644>^|1|^E236640^|^TESTATA POMPA A PISTONI^|^grezzo <644>^|^PZ^|1|1
^A236640^|^TESTATA POMPA A PISTONI^|^<644>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1950|2145
^A236650^|^COPERCHIO VALVOLA^|^<645>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236650^|^COPERCHIO VALVOLA^|^<645>^|1|^E236650^|^COPERCHIO VALVOLA^|^grezzo <645>^|^PZ^|1|1
^A236650^|^COPERCHIO VALVOLA^|^<645>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|255|280.5
^A236660^|^STAFFA COMANDO A DISTANZA^|^<646>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236660^|^STAFFA COMANDO A DISTANZA^|^<646>^|1|^E236660^|^STAFFA COMANDO A DISTANZA^|^grezzo <646>^|^PZ^|1|1
^A236660^|^STAFFA COMANDO A DISTANZA^|^<646>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|110|121
^A236670^|^RACCORDO FLANGIATO MASC. G 3/4^|^90C<647>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236670^|^RACCORDO FLANGIATO MASC. G 3/4^|^90C<647>^|1|^E236670^|^RACCORDO ORIENTABILE G 3/4^|^grezzo <647>^|^PZ^|1|1
^A236670^|^RACCORDO FLANGIATO MASC. G 3/4^|^90C<647>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236671^|^RACCORDO FLANGIATO MAS. G 1/2^|^90C<647>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236671^|^RACCORDO FLANGIATO MAS. G 1/2^|^90C<647>^|1|^E236671^|^RACCORDO ORIENTABILE G 1/2^|^grezzo <647>^|^PZ^|1|1
^A236671^|^RACCORDO FLANGIATO MAS. G 1/2^|^90C<647>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236680^|^BASE POCKET 50^|^<648>^|1|7900096|^SACCHETTI POLIET.50X70 SP.0,40^||^GR^|0.02|0.02
^A236680^|^BASE POCKET 50^|^<648>^|1|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A236680^|^BASE POCKET 50^|^<648>^|1|^E236680^|^BASE POCKET 50^|^grezzo <648>^|^PZ^|1|1
^A236680^|^BASE POCKET 50^|^<648>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|940|1005.8
^A236690^|^SDOPPIATORE   80 mm cod.500036^|^3 <649>^|1|^E236690^|^SDOPPIATORE   80 mm cod.500036^|^3 grezzo <649>^|^PZ^|1|1
^A236690^|^SDOPPIATORE   80 mm cod.500036^|^3 <649>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|860|946
^A236691^|^SDOPPIATORE   80 mm^|^dis.0901185.04 <64901>^|1|^E236691^|^SDOPPIATORE   80 mm grezzo^|^- vers. con lav. - <64901>^|^PZ^|1|1
^A236691^|^SDOPPIATORE   80 mm^|^dis.0901185.04 <64901>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|915|1006.5
^A236700^|^FLANGIA MOTORE   65 mm cod.222^|^2 <650>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236700^|^FLANGIA MOTORE   65 mm cod.222^|^2 <650>^|1|^E236700^|^FLANGIA MOTORE   65 mm cod.222^|^2 grezzo <650>^|^PZ^|1|1
^A236700^|^FLANGIA MOTORE   65 mm cod.222^|^2 <650>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|185|203.5
^A236710^|^PIEDINO AD "L" H.89 mm SINISTR^|^O LUNGO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236710^|^PIEDINO AD "L" H.89 mm SINISTR^|^O LUNGO <651>^|1|^E236710^|^PIEDINO AD "L" H.89 mm SINISTR^|^O grezzo <651>^|^PZ^|1|1
^A236710^|^PIEDINO AD "L" H.89 mm SINISTR^|^O LUNGO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236711^|^PIEDINO AD "L" H.89 mm DESTRO^|^LUNGO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236711^|^PIEDINO AD "L" H.89 mm DESTRO^|^LUNGO <651>^|1|^E236711^|^PIEDINO AD "L" H.89 mm DESTRO^|^grezzo <651>^|^PZ^|1|1
^A236711^|^PIEDINO AD "L" H.89 mm DESTRO^|^LUNGO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236712^|^PIEDINO AD " L" H.89 mm CROMAT^|^O SINISTRO LUNGO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236712^|^PIEDINO AD " L" H.89 mm CROMAT^|^O SINISTRO LUNGO <651>^|1|^E236710^|^PIEDINO AD "L" H.89 mm SINISTR^|^O grezzo <651>^|^PZ^|1|1
^A236712^|^PIEDINO AD " L" H.89 mm CROMAT^|^O SINISTRO LUNGO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236713^|^PIEDINO AD " L" H.89 mm CROMAT^|^O DESTRO LUNGO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236713^|^PIEDINO AD " L" H.89 mm CROMAT^|^O DESTRO LUNGO <651>^|1|^E236711^|^PIEDINO AD "L" H.89 mm DESTRO^|^grezzo <651>^|^PZ^|1|1
^A236713^|^PIEDINO AD " L" H.89 mm CROMAT^|^O DESTRO LUNGO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236720^|^PIEDINO A "T" H.89 mm LUNGO^|^<651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236720^|^PIEDINO A "T" H.89 mm LUNGO^|^<651>^|1|^E236720^|^PIEDINO A "T" H.89 mm^|^grezzo <651>^|^PZ^|1|1
^A236720^|^PIEDINO A "T" H.89 mm LUNGO^|^<651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236721^|^PIEDINO A "T" H.89 mm LUNGO CR^|^OMATO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236721^|^PIEDINO A "T" H.89 mm LUNGO CR^|^OMATO <651>^|1|^E236720^|^PIEDINO A "T" H.89 mm^|^grezzo <651>^|^PZ^|1|1
^A236721^|^PIEDINO A "T" H.89 mm LUNGO CR^|^OMATO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236730^|^PIEDINO AD "L" H.30 mm CORTO^|^<651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236730^|^PIEDINO AD "L" H.30 mm CORTO^|^<651>^|1|^E236730^|^PIEDINO AD "L" H.30 mm^|^grezzo <651>^|^PZ^|1|1
^A236730^|^PIEDINO AD "L" H.30 mm CORTO^|^<651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236731^|^PIEDINO AD " L" H.30 mm CORTO^|^CROMATO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236731^|^PIEDINO AD " L" H.30 mm CORTO^|^CROMATO <651>^|1|^E236730^|^PIEDINO AD "L" H.30 mm^|^grezzo <651>^|^PZ^|1|1
^A236731^|^PIEDINO AD " L" H.30 mm CORTO^|^CROMATO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236740^|^PIEDINO A "T" H.30 mm CORTO^|^<651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236740^|^PIEDINO A "T" H.30 mm CORTO^|^<651>^|1|^E236740^|^PIEDINO  A"T" H30 corto^||^PZ^|1|1
^A236740^|^PIEDINO A "T" H.30 mm CORTO^|^<651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236741^|^PIEDINO A "T" H.30 mm CORTO CR^|^OMATO <651>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A236741^|^PIEDINO A "T" H.30 mm CORTO CR^|^OMATO <651>^|1|^E236740^|^PIEDINO  A"T" H30 corto^||^PZ^|1|1
^A236741^|^PIEDINO A "T" H.30 mm CORTO CR^|^OMATO <651>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236750^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO INFERIORE <652>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236750^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO INFERIORE <652>^|1|^E236750^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO INFERIORE grezzo <652>^|^PZ^|1|1
^A236750^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO INFERIORE <652>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|78|83.46
^A236751^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO SUPERIORE <652>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236751^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO SUPERIORE <652>^|1|^E236751^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO SUPERIORE grezzo <652>^|^PZ^|1|1
^A236751^|^MP/LOGICO TAVOLO CORPO SEMIGUS^|^CIO SUPERIORE <652>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|116|124.12
^A236752^|^MP/LOGICO TAVOLO CHIUSURA^|^<652>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236752^|^MP/LOGICO TAVOLO CHIUSURA^|^<652>^|1|^E236752^|^MP/LOGICO TAVOLO CHIUSURA^|^grezzo <652>^|^PZ^|1|1
^A236752^|^MP/LOGICO TAVOLO CHIUSURA^|^<652>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|75|80.25
^A236760^|^COPERCHIO SBLOCCO CROSS 12-13^|^<653>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236760^|^COPERCHIO SBLOCCO CROSS 12-13^|^<653>^|1|^E236760^|^COPERCHIO SBLOCCO CROSS 12-13^|^grezzo <653>^|^PZ^|1|1
^A236760^|^COPERCHIO SBLOCCO CROSS 12-13^|^<653>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A236770^|^STAFFA ATTACCO BRACCIOLO SNODA^|^TO <654>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236770^|^STAFFA ATTACCO BRACCIOLO SNODA^|^TO <654>^|1|^E236770^|^STAFFA ATTACCO BRACCIOLO SNODA^|^TO grezzo <654>^|^PZ^|1|1
^A236770^|^STAFFA ATTACCO BRACCIOLO SNODA^|^TO <654>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|159|174.9
^A236780^|^TERMINALE BRACCIO SNODATO^|^<654>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A236780^|^TERMINALE BRACCIO SNODATO^|^<654>^|1|^E236780^|^TERMINALE BRACCIO SNODATO^|^grezzo <654>^|^PZ^|1|1
^A236780^|^TERMINALE BRACCIO SNODATO^|^<654>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|46|50.6
